text,label
So over a month ago  I   tested   positive  for COVID and I want to share some hints. Because honestly that shit is no joke,
"My babe you'll be good trust me,  I   tested   positive  for Covid19 it's been 4 days in isolation and I'm feeling better compared to the past 3 days, don't over think the mind makes you sick, people make you sick. Just take your meds especially vitaminD and immune boosters, steam too",
I apologize if I slide into your DMs bugging you.  I   tested   positive  for Covid-19 and I?ÿý?ve been at home quarantined for the past 2 weeks..,
"My family and  I   tested   positive  for #covid19  today. We?ÿý?re largely asymptomatic and this comes a week after my grandma was admitted in hospital with covid, and is own her way to recovery. In case anyone was wondering how my #2020 is going ",
I   tested  posted as well as my daughter. It was pure hell. My oldest son  tested   positive  but was asymptotic,
"Someone happens to not have a mask around me and I still had mine on, and bam  I   tested   positive  .",
I   tested   positive  Monday..  Shit is real! #Covid19isGettingCloser,
I got a flu shot and  tested   positive  for syphilis the very next day! Something I don?ÿý?t think scientists are talking about.,
If you went to any club in Nashville in the past month you need to go get  tested .  I  have no fever and I am still  positive  so them checking temperatures at the door ain?ÿý?t really doing shit.,
"I got  tested  yesterday. 
I was  positive .

Praying for a safe turnout for you and baby.",
"Im a healthcare worker.... i   tested   positive  tdy. Been coughing non stop. But slowly getting better. Will rest until my self isolation days are done, then back to war again. This is soooo evil...but we shall overcome in Jesus Name",
I   tested   positive  for the antibody and don?ÿý?t know how or when I was exposed.,
"I   tested   positive  for Covid.

Sanitize and stay safe, people! 
It?ÿý?s so important.",
"I   tested   positive  for COVID, no cap y?ÿý?all take this serious, I can?ÿý?t taste or smell anything and this shit is weird. I was exposed by someone that knew they had it and decided not to share that information. Please pray for me, and if you where around me recently, get  tested",
thank you !! i?ÿý?m feeling fine but my sister?ÿý?s bf was  tested  for it and his results came back  positive  and my sister has still been seeing him and he came over to my house on monday so it?ÿý?s likely i have it ,
i?ÿý?m gonna be  tested  for covid on saturday but i?ÿý?m already expecting the results to come back  positive  ,
I   tested   positive  on not giving af bout nothing,
I just  tested   positive  for the virus. Bye,
"You've been Q'd! #WWG1WGA  #QANONWORLDWIDE  #KAG  
I just  tested   POSITIVE  for QAnon-17
#????????????????????Q??????????????????????a??????????????????????????????????????????????????????????????????????????????????????????????????????????????????",
"You've been Q'd! #WWG1WGA  #QANONWORLDWIDE  #KAG  
I just  tested   POSITIVE  for QAnon-17
#????????????????????Q??????????????????????a??????????????????????????????????????????????????????????????????????????????????????????????????????????????????",
"I just  tested   positive  for COVID, the kind you get at a Trump Rally, not the kind you get at a BLM riot, they've really improved their testing",
"so i just  tested   positive  for covid yesterday so who?ÿý?s tryna make out and get these antibodies in two weeks? 

starting@$15 a session
serious inquires only",
"Me & my wife both  tested   positive ... n we both r recovering... symptoms r different... some have cough with temp... some hav no symptoms... but had severe breathing issue but nw m feeling way better then how i wz 2-3 days ago...

:-)...",
"I   tested   positive  as well ,it started with tonsillitis on Tuesday and I recieved my results today. I am isiloated as we speak #Covid19isGettingCloser https:// youtu.be/mndQistNOfY ??",
BREAKING: I HAVE  TESTED   POSITIVE  FOR HAVING THE PHATTEST MALE ASS IN MODERN AMERICA,
So  I   tested   positive  for antibodies despite having had no symptoms and shielding for 12 weeks! I should have bought a lottery ticket... oh wait I did and I still haven't won!.,
"I just got the call that  I   tested   positive  for COVID, y?ÿý?all be safe please, stay home as much as possible, wear a mask when you do have to go out. AND FUCK THAT WHEEL CHAIR FUCK FOR OPENING THIS BITCH BACK UP!",
"Yea bro u probably already have it, i had allergies for 2 days and and it went away and after that i got  tested   positive  for da virus but that was 2 months ago",
Damn  I   tested   positive  for Covid  Stay safe,
I have also  tested   positive  but I am not taking any medication. Only mild symptoms I have,
I   tested   positive  today thanks to my hubby?ÿý?s gym rat mindset.  Now I?ÿý?m a fucking statistic. ,
I   tested   positive  for hoevid-19,
"No, not when there is an increased hospitalization rate.   I   tested   positive  but symptoms are mild. They didn't even give me instructions.   So they are not erring on the side of medically treating us since there's not much to be done",
"After all of my discipline & rule following, I?ÿý?ve  tested   positive  for covid. Thank u hubby mine! I?ÿý?m sure the gym was worth it!  Anyways, it?ÿý?s not severe thankfully. I?ÿý?ve had ?ÿý?TUMMY?ÿý? issues,headache, EXHAUSTION, sore af, cough, and I?ÿý?ve not been able to taste or smell since Sat.",
i   tested   positive  for covid. i?ÿý?ve you?ÿý?ve been by me go get  tested  immediately.,
Exactly... I   tested   positive  last month after we were checked in work....didnt feel sick in any way ..was shocked,
"Hope you feel better. I also  tested   positive , currently on day 9 and live on my own. Happy to hear you will be ok and have a pup to keep you company ",
"tested   positive  for corona & I had no symptoms. Even if you think your okay, go get  tested ! You can be unknowingly spreading it.",
I have been very sick and on monday went to get  tested  for COVID-19. Just got the results and  I   tested   positive  ,
Remember I told y?ÿý?all my dad beat covid 19 well I told him  I   tested   positive  and he says been there done that how?ÿý?s quarantine ,
just  tested   positive  for covid. can we get a based chain in the comments. i?ÿý?ll start,
I'll just say  I   tested   positive . That should shut them up real quick. In reality  I   tested   positive  for being a human who cares about not getting others sick.,
"If I had just not felt well and gone to a normal doc, I wouldn?ÿý?t have. But I have MS and my neurologist approved it because my nurse gf was sick as well and I was starting to show symptoms.  I   tested   positive  but she couldn?ÿý?t get  tested  for the same reasons but",
"Anyone who wants and even some who need a Covid19 test still can't get one. I had to jump through hoops & push to get one. It was  positive . If not for worrying about exposing my mom, I wouldn't have fought to get  tested . #Biden2020 
#ByeDon2020",
"The virus is serious, I was scared as fuck when they told me  I   tested   positive .  I  never said it was not serious. What I?ÿý?m saying is that the same way you disinfect, wash your hands, take your meds etc is the same way one should care for this. Seek help if more serious symptoms",
"Only one on my consent,rest two were official requirements.
When one resulted  positive  ,Next day  I   tested  again from Shifa ,which was negative.And Alhamdullilah perfectly fine.",
I got  tested  twice for work. 1st one was a false negative then got a  positive . Taken 1 day apart. The testing Trump pushed to get approved give a lot of false negatives and he knew that. He just wanted to cushion his fake numbers.,
I really wasn?ÿý?t going to speak about it but my daughter & I both  tested   positive  for covid. I?ÿý?m praying things don?ÿý?t get any worse for us & we recover soon   Life is crazy ..,
I   tested   positive  again,
?ÿý?I recently  tested   positive  for the COVID virus and am currently in quarantine.?ÿý?  https://www. manilatimes.net/2020/06/26/spo rts/brogdon-parker-positive-for-virus-but-vow-to-play-in-nba-restart/735306/?utm_medium=Social&utm_source=Twitter#Echobox=1593110153 ?? ?ÿý?,
two tests within the same week so i can get two negative results. and one from when  i   tested   positive .,
I   tested   positive  in March. Never sick.  Blood test for antibodies in mid May.  Do not have them.  Also negative test in May.  Why no antibodies for me? Also do you trust this article.  DeBalsio insisted on going to gym March 16? NYT at least blamed NY leadership a little.,
"Called my doctor immediately after I was symptomatic.

Told my 2 friends I saw that weekend right after  I   tested   positive  and isolated until I was cleared. 

I live with family and my grandma babysits. No other person got it around me, but me. 

Be cautious. It?ÿý?s not that hard.  https:// twitter.com/amour_nisha/st atus/1275948111689658372 ?? ?ÿý?",
I didn?ÿý?t say that. I said you didn?ÿý?t tell me you  tested   POSITIVE  shelby. Im not an idiot. You didn?ÿý?t tell me for a whole day and I was around my family. That?ÿý?s 24 hours of exposure to them that could?ÿý?ve been prevented.,
Just came back from the doctors & I?ÿý?ve  tested   positive  for being the best nigga you?ÿý?ve ever fw,
Crazy that @CrunchGym  won?ÿý?t allow me to cancel my membership even though  I   tested   positive  and allowing me into the gym for the next 60 days!!!! Y?ÿý?all better be careful in these gyms!!!,
"i?ÿý?ve been  tested   positive  for covid and i got pneumonia, y?ÿý?all pray 4 me i feel like i?ÿý?m dying.",
tested   positive  for being a disappointment,
"In terms of covid-19, I have had the antibodies test and  I   tested   positive .  I ?ÿý?m now on the way for the actual test as my sister, who I live with, has symptoms. Unsure if there is any confirmation on catching it again, or how accurate either test is. No idea.",
@ pulte   I   tested   positive  still for the coronavirus. I?ÿý?m feeling so depressed right now. I feel like I?ÿý?m in this alone. My husband gets to go home to our babies while I?ÿý?m stuck here alone. I feel horrible.  https:// twitter.com/pulte/status/1 276204923298951169 ?? ?ÿý?,
Good news. I?ÿý?ve  tested   positive  for antibodies to politicians and Public Health England.,
I   tested   positive  welp  https:// twitter.com/gavinthomas201 5/status/1275784313733349376 ?? ?ÿý?,
"you think Covid isn?ÿý?t real, until you get a call that one of your loved ones  tested   positive .

 I ?ÿý?m the ?ÿý? you ?ÿý?",
"tested   positive  for covid-19 , i?ÿý?m sorry we had to inform you",
"so my blood test had two lines: one to show a present virus and one to show present antibodies. i didn?ÿý?t test  positive  for antibodies, but  i   tested   positive  for the virus active. however, nasal swab said negative (meaning it could have been too early to tell or simply negative)",
""" I   tested   positive ""

yeah and how many others will because they got it from you?",
They didn?ÿý?t tell me which strain they just called me and told me I?ÿý?m  positive  for covid-19. Six of my family members  tested   positive  aswell and three are over the age of 60. Were all fully recovered now. It must hit everyone differently or it?ÿý?s just not as lethal as they say.,
"I got my results yesterday and  I   tested   positive , it's been a rough couple of days but I'm praying for better days #Covid19isGettingCloser",
"The ex has covid & didn't tell me. We talk pretty consistent about a variety of things. I heard him dry hacking on the phone and even commented on his cough and at no point did he say,  I   tested   positive . He's spoken of others testing  positive  yet never mentioned himself.",
But I already  tested   positive  ,
I do! But I spoke with a nurse and she said everybody  tested  and got a  positive  was not accurate at all so who knows!!! I know zero that we?ÿý?re hospitalized!,
"And yes,  I   tested   positive  for COVID if you?ÿý?re wondering.",
"Ah. Five months since the B sample  tested   positive .
That makes sense, I remembered it as being longer than that.",
I was  tested   positive  ,
"I'm COVID-19 ANTIBODY  POSITIVE .

 I  got  tested  when I donated blood. I NEVER HAD SYMPTOMS. I don't know when or how I was exposed. I don't know if I exposed others. They don't know if I'm now immune. We just don't know. 

STAY HOME AS MUCH AS POSSIBLE AND WEAR A MASK IN PUBLIC.",
so today i found out  i   tested   positive  for covid and i was only experiencing minor symptoms so i assumed it was just a sinus infection. wrong. go get  tested  people. you could be exposing others without even realizing it.,
"lmao... I'm  tested  every other day..

100% of mine and my partner's tests come back negative.

only one person in my shift ever  tested   positive  and he went on desk duty with a mask for 14 days then  tested  negative

stop believing all the nonsense on TV",
"I   tested   positive  for Covid   
Wear a mask even around family and friends!",
"Tested   Positive  for Covid-19 today. I?ÿý?m only posting this so that y?ÿý?all will believe that this is STILL very real. I got negligent. Protect yourselves, and think about your loved ones. I?ÿý?ll be 32 Sunday, and I didn?ÿý?t come this far not to see the other side of this. ",
"I had another antibody test today.
 Positive  and I was sick 18 weeks ago. I also  tested   positive  4 weeks ago.
Doing my own single case study! Will repeat again in 4/52.",
"I GOT MY NASAL SWAB RESULTS BACK AND THEY WERE NEGATIVE. medical twitter, sos. if  i   tested   positive  for the blood test & negative for the nasal swab, WHAT DOES THAT MEAN???",
Had congestion start and assumed it was allergies but  I   tested   positive  for COVID. Please go get  tested  whether you think it?ÿý?s nothing or not,
"I had it two months ago,  tested   positive  and everything",
My friends really dropped off some patron bc  i   tested   positive  for the Rona   viejas borrachas,
"I   tested   positive  a couple weeks at the VA. Was totally asymptomatic, and given test in prep for heart surgery. Need to test today to see if negative.",
"I'm hoping the fact that I have  tested   positive  for antibodies keeps me safer for a, while. Still staying home as much as possible and using click and collect for groceries. We were doing so well down here too ",
"Meray sath sath or kise corona hoa  
I was  tested   positive  for covid-19 ",
I officially  tested   Positive  for Covid yesterday ,
"I am pleased to inform y?ÿý?all, that  I   tested   positive  for being a down ass bitch.",
I   tested   positive  for IQ-19,
"Yes it is, my daughter also  tested   positive  2 days ago and I was told the same exact thing. Was told put on a mask and continue on unless I get symptoms. I live in Louisiana and the cases are on the rise again.",
"I   tested  negative the first time for COVID, I went back Monday for another test and results came back today  POSITIVE . So, if you've been around me, go get  tested .",
"Had zero symptoms only  tested  coz I had to go for an operation at hospital, turned out im  positive , day 4 quarantine, i only have blocked nose.eating lots of garlic, ginger, lemon and oranges praying I don?ÿý?t get more hectic symptoms#Covid19isGettingCloser",
tested   positive  for being detached od ljudi i od boga,
I   tested   positive  for COVID 19 and I haven?ÿý?t stopped crying yet   it?ÿý?s funny now I?ÿý?m laughing while typing this cause why tf was I crying but still why tf do I have COVID ,
I?ÿý?d like to nominate everyone who?ÿý?s  tested   positive  for Covid and is still isolating even when they don?ÿý?t show symptoms. #wegoodtogether  @MTNza,
Yeah I got  tested  the other day & my results came back  positive  this morning. I feel fine. I had symptoms last week they are pretty much gone now but I?ÿý?m quarantining for 14 days,
make sure y?ÿý?all are taking the nasal swab test if y?ÿý?all are getting  tested  for COVID. I did the rapid response test & got a false negative then did the nasal swab 4 days later after continuing to stay isolated in my room then came out  positive .,
Can I get some help? We were  tested   positive  for COVID-19 and cant go out  http:// paypal.me/KristinaButler ??,
No had sore throat only .. And after  I   tested   positive   i  had diarrhea and body aches only,
"You?ÿý?re very welcome. As soon as I got symptoms I thought, ?ÿý?here we go?ÿý?. A day in to it I went we got  tested  and about 3 days in to it, results came back  positive . So you kinda know if you get it or now. Talking to others on here who?ÿý?ve had it made the experience less scary.",
"This morning I got  tested   positive  for COVID-19
IT IS STILL A THING PLEASE WEAR A MASK!",
You will beat this because I did.  My aunt died and I was affected. I was  tested   positive  and they isolated me and my mom in the hospital for MORE than 14 days we were then  tested  back and my mom was negative and I was still  positive .  I  had stayed for 21 days.,
I have B negative blood.  Tested  negative after being  positive  on 09/06/20. Ready to donate plasma.,
OMGG  I   TESTED   POSITIVE  FOR HOEVID-19,
"Yeah i know that, me n my family  tested   positive  last week",
"I?ÿý?ve  tested   positive  for indoor-itis. 

Looks like I need to get the FUCK out of here.",
"I had a mask on at the place I was informed I came in contact with someone who  tested   positive . If I have it, I'm proof masks don't work.",
"i   tested   positive  for covid, pls keep me in y?ÿý?all?ÿý?s thoughts and prayers.",
Thank you @HumanityForward  and @AndrewYang  @Zach_Graumann . You guys truly deliver!!  I was pretty bummed out yesterday b/c  I   tested   positive  for covid.  But this will help me out!  pic.twitter.com/KkKlbISPq7,
Today  I   tested   positive  for no fucks given   and going with my own glorious flow of joy    pic.twitter.com/g9Wfy1kXme,
"Well I?ÿý?m just gonna say that  I   tested   positive  for Covid today and my non vaxxed 2yo is as healthy as can be. I was sick for about 5 days, I quarantined myself, I continued to breastfeed her the whole time and we are FINE. ",
"I agree so much  i   tested   positive  for corona too, been feeling the same lately.",
"something didn?ÿý?t sit right with me with this cold i had, went got  tested  and  tested   positive  for the coronavirus. if we have been in contact in the last 14 days or so, please go get  tested . this is not a joke.",
"I should add that he  tested   positive , but they would not order a test for me because there weren?ÿý?t enough to go around. I had all of the symptoms, though. Afterward, I was able to get an antibody test that confirmed I had it. Also, they did ZERO contact tracing for my fianc??.",
So sorry for your loss sir. My husband &  I   tested   positive  on Friday   Pray for us as we pray for you  pic.twitter.com/XcCvPNggJh,
COVID-19 is not a joke. I got exposed to it from an employee who came into work knowing he didn?ÿý?t feel well and  I   tested   positive  on 6/2. IF YOU DONT FEEL WELL STAY YOUR ASS@HOME. WEAR A MASK. IT?ÿý?S SIMPLE.,
I   tested   positive  for no fucks to give.  https:// twitter.com/pie_how/status /1276196848718536705 ?? ?ÿý?,
I   tested   positive  for confidence,
"I   tested   positive  for covid, I?ÿý?m tweeting this to help some people out who may think they have it or aren?ÿý?t sure. There will be pressure in your head, you can?ÿý?t taste or smell much of anything, I had no fever .. just sneezing a ton and runny nose. Felt groggy in my head",
"No, nothing yey, these people dnt give u anything more especially if u not sick, same as my friend in Cape town  tested   positive  last month, then i asked him what dd they give him, he said nothing like dam nothing",
I   tested   positive  for you?ÿý?re a fucking dumbass. Dummy.,
"I have mild symptoms too, but I was also battling a sinus infection too so it was just worse for me   it?ÿý?s been a week since  I   tested   positive . But I?ÿý?m definetly feeling better",
?ÿý? I   tested   positive ?ÿý?,
Warning: TMI?ÿý?My doc (a female naturopath) just had me do a stool sample test.  I   tested   positive  w/ a high H. pylori count. I?ÿý?ve since learned that bacteria is also linked to migraines. I?ÿý?ve struggled with tension headaches and GI issues for easily 20 years.,
"Conversely, If I just recovered yesterday from COVID-19 and were  tested  with the antibody test today it would more likely be  positive  than if I were  tested  a couple of months from now, that test would less likely be  positive .",
"This is my 1 year old. My husband, me & her have  tested   positive  for COVID-19. Our oldest daughter who is 5  tested  negative. So she is not with us for a few weeks. I know we?ÿý?ll get through this, I have faith. We can just spend this time together with our baby girl   pic.twitter.com/XQwLK4bLt4",
If y?ÿý?all get  tested  for covid do NOT settle for a blood screening test. I was  tested  Sunday & results came back negative. After excruciating headaches & high fevers of over 102 I decided to get re-tested & results came back  positive . DEMAND the swab test!!,
I   tested   positive  more than 3 months after getting sick,
I   tested   positive  as a 22 yro woman with asthma and a heart murmur that has existed since I was 2 yro,
"And I understand this is tricky! I have multiple people in my family who work in education and when  I   tested   positive  for COVID, I felt extremely taken care of by the frontline workers who worked on my case. I have so so much respect for those people, and they deserve more..",
I have  tested   positive  and in self isolation now. I request for prayers from my well wishers and pray for everyone suffering from covid or any ailment that they recover soon and are back with their loved ones. Ameen,
yeah the doctor just told me  I   tested   positive  :/  https:// twitter.com/ric_ina_cuddy/ status/1275547308600340480 ?? ?ÿý?,
"i   tested   positive  for covid two days ago. y?ÿý?all please take this serious, i wouldn?ÿý?t wish this on anyone",
"For folks who think it?ÿý?s a hoax, my husband &  I   tested   positive  last Friday. We live in Central FL. This is no joke ",
Crazy thing is.... I   tested   positive  for Meth during a hospital stay....because I was taking Tylenol and was having hot toddys....for like 4 days  https:// twitter.com/notcapnamerica /status/1276015140257902593 ?? ?ÿý?,
"I   tested   positive  for mono yesterday, which means my side business of making out with hot chicks for money will have to be temporarily suspended.  Sorry for the inconvenience, ladies.",
I don?ÿý?t think the season will start in the fall especially with cases of COVID-19 spiking now when they thought it would spike in the fall. Hubby & I are quarantined until July 4th. We  tested   positive  last Friday. This virus is no joke,
"No corona virus formed against me shall prosper,  i   tested   positive  cz one of my friends who always parading all over places  tested   positive , then i was forced to test, i never got sick m still fine in day8 quarantine, mhle uThixo ubuBeyonce rha
#Covid19isGettingCloser pic.twitter.com/ggNk37mlsC",
"i have it, rn i?ÿý?m not sick but last week when i got  tested   i  was (fever, temp changes, coughing, headaches, etc). it all went away a few days later, then two or three days ago i got the call that  i   tested   positive  even tho i felt (and still feel) fine. they said it?ÿý?s a mild case",
Lol I felt like that all the time and when  I   tested   positive  yehake symptoms ZA serious . Anxiety is another pandemic,
Ffssss I read  tested   positive  and I stopped breathing..  https:// twitter.com/impakistanilad /status/1276178087403757568 ?? ?ÿý?,
The weird thing is that I began to have symptoms at end Feb/beginning of March. It just dragged on and I finally  tested   positive  in the middle of May! We clearly don?ÿý?t know enough about it but that result might throw the ?ÿý?isolate for 14 days ?ÿý? into question.  for your kindness x,
"If you have been around me, please go get  tested  COVID-19, i just  tested   positive  and i have no symptoms.",
"I live in rural NV, isolation is life, took antibody test,  tested   positive , had it at some time, thought I had the flu in February, must have been Covid",
Similar with my 93 year old Mum with a fractured leg!  Tested   positive . Test was done only to gain admission in hospital. I suspect faulty kits,
"I've  tested   positive  for Lupus TWICE, my kidneys are failing, it took me a WEEK to even MAKE an appointment when your turn around time is supposed to be 48 hours.

EXPLAIN. YOURSELVES.",
"I isolate myself 12 days ago and today again  tested   positive  for Covid-19 . This include fever,pain, and nothing to do but Allah gave me strength to remain calm .All I need prayers for a speedy recovery, InshAllah.",
A few days have passed since  I   tested   positive  for Covid-19. I?ÿý?m extremely grateful that I still feel well and don?ÿý?t have any symptoms  TY very much for all the messages of love and support I have received whilst isolating. I will do my best to stay in shape thanks to @Technogym pic.twitter.com/zkKEhYl2Ls,
I   tested   positive  for covid ): pls send me virtual hugs I am very sad ,
"I recently gave a massage to someone who "" tested   positive "", but he had no symptoms. I have no symptoms either. We're both still alive. Wow. Amazing. 

I leave the house too, and walk around outside without a mask. Wooooo!!! SO BRAVE! Lol! Give me a break.

 https://www. cnbc.com/2020/06/08/asy mptomatic-coronavirus-patients-arent-spreading-new-infections-who-says.html ?? ?ÿý?",
Welp.... I   tested   positive  for Covid  pic.twitter.com/BHkXzf12un,
"I went to the doctor this morning. I haven't been feeling well.

Turns out  I   tested   positive  for ""100% That Bitch""

Now I'm not sure what the means, but the doctor said something about diabetes. 

Thoughts & prayers please!",
I just  tested   positive  for Awesomeness...so...I'm doing my job!,
"This old lady just  tested   positive  for COVID-19 and she burst out crying   all she kept saying was ?ÿý? I have health issues , I have real health issues I?ÿý?ll never beat this ?ÿý? my heart stopped man   this shit is so real",
"I showed zero symptoms and  tested   positive .
The government is doing us dirty by stopping to test people that have zero symptoms 
Imagine if I continued to live my life just like that and infected others",
Finally got my results back and  I   tested   positive  for covid-19. It hasn?ÿý?t been fun these past few days,
"This was me, when  I   tested   positive ... Harkatain hee kuch aisi hain...    https:// twitter.com/Oshazfatimaa/s tatus/1276171091451445254 ?? ?ÿý?",
i   tested   positive  for not giving a fuck,
If you have recently been around me I just wanted you to know that I got my results back from my covid swab and they came back  positive .  I  feel like it is my job in order to inform others so that way they can get  tested  as well. Please isolate yourself and wear a mask.,
"Rahulji  I   tested  Corona  positive  today and although not tht serious at my age..but at least some uncertainty is there
Hav been very selfish not to disclose ur favors and thank u till now...wanna thank u and speak up of ur kindness publicly...Please give me a chance to do so",
Hey guys-  I   tested   positive  for COVID-19 or coronavirus today. I'll share my experience so far in this thread for awareness and the security for others. Make sure you all are staying safe and well  .,
"I   tested   positive  as well ,it started with tonsillitis on Tuesday and I recieved my results today. I am isiloated as we speak #Covid19isGettingCloser pic.twitter.com/2cB4ZmUSyx",
2 weeks ago  I   tested   positive  for Covid-19. Got a call this morning that said my test Tuesday came back negative   God is good,
I   tested   positive  back in late March and got negative test then got  positive  test it?ÿý?s not that she got it twice I believe it?ÿý?s the rna that gets left behind just doesn?ÿý?t die off fast enough to get re  tested  a lot we don?ÿý?t know about the virus yet though,
"That?ÿý?s not funny man, there are people dying. Also mine said  I   tested   positive  for a big fat juicy ass.",
hi I?ÿý?m an essential worker &  tested   positive  for COVID & this shit isn?ÿý?t a joke. please stay safe.,
He?ÿý?s right  I   tested   positive  back in April and I?ÿý?m still coming out  positive  in June. I have no symptoms whatsoever but the virus rna still lives in your nostrils and saliva for months end,
"I was  tested  yesterday, feeling better now, and really want to go out. With a  positive  result, I?ÿý?d for sure stay home and change my lifestyle for 2 weeks. But today? The uncertainty makes it easy to relax. And if it it were a week, I think I?ÿý?d forget. 

But I?ÿý?m staying home ",
"hey guys sorry i?ÿý?ve been super ia 
long story short -  i   tested   positive  for corona so it?ÿý?s been crazy hectic but i?ÿý?ll be more active tonight :))
also to everyone who dmed me and i haven?ÿý?t replied - i?ÿý?m so sorry i?ÿý?ll reply asap",
Tested   positive  for having a baby fever,
"I had a dream that my sister and I had to get  tested  for COVID-19. The doctors office was in the shell of a CVS pharmacy, the test was a mouth swab but they had to put some powder stuff in your mouth. At the end they gave me a cheeseburger from Whataburger, and  I   tested   positive ~",
i   tested   positive  ,
I told me job I had been exposed to corona & I was gonna get  tested  they talking about come in until it says  positive  lmfaoooo I hate these muthafuckassss. Oh well I tried,
two months ago i was  tested   positive  fa corona never said anything to anyone i just ducked off & took care of myself as should & i got better THANK YOU LORD it didn't keep me down like i thought it would,
"06/22/2020 I was  tested  for COVID-19 and unfortunately the test came back  positive ,  I  didn?ÿý?t have no symptoms and up to now I still don?ÿý?t have any kind of symptoms. My life is in god?ÿý?s hands at this point and time",
Waiting at my doctors office for a check up.... since  i   tested   positive     pic.twitter.com/DRsg1oVHmq,
"ya girl  tested   positive  for corona, can?ÿý?t go back to work until next Friday and if I?ÿý?m still showing symptoms I have to wait ANOTHER 10 days. I am going insane.",
I hope you?ÿý?re right dude..  I   tested   positive  in March for the virus and negative for the antibodies 3 times,
"I may actually have it right now. I got a call last Wednesday that I may have been exposed the prior weekend to someone who  tested   positive . Sore throat, chest a little tight. I don't want to get  tested  but may have to as I'm supposed to travel this weekend.",
"Making my way thru da hood with COVID,  tested   positive  cuz I played with the shits.  https:// twitter.com/maleeezy_/stat us/1275856960458502144 ?? ?ÿý?",
